digipin,timestamp,lat,long,signal_strength
KP01-AB12-CD,2025-10-20 17:05:54,10.527098732088655,76.21348642793585,87
KP01-AB12-CD,2025-10-29 17:05:54,10.526534721149156,76.2155499214203,94
KP01-AB12-CD,2025-10-08 01:05:54,10.526354402689874,76.21596856471689,76
KP01-AB12-CD,2025-10-23 08:05:54,10.526652480854015,76.21549454777387,72
KP01-AB12-CD,2025-10-13 02:05:54,10.529300525219947,76.21564123966812,72
KP01-AB12-CD,2025-10-28 04:05:54,10.526758307967219,76.2154270203011,71
KP01-AB12-CD,2025-11-03 22:05:54,10.528328397213086,76.21636008389916,73
KP01-AB12-CD,2025-10-28 20:05:54,10.52678315618207,76.2163664678845,73
KP01-AB12-CD,2025-11-14 14:05:54,10.529311587481264,76.21545758729673,90
KP02-XY23-EF,2025-11-23 05:05:54,10.52998189501752,76.20909848580476,84
KP02-XY23-EF,2025-10-29 16:05:54,10.530709352020319,76.20946704572229,79
KP02-XY23-EF,2025-11-15 19:05:54,10.530407481843172,76.20813880418267,70
KP02-XY23-EF,2025-10-29 09:05:54,10.533248580715952,76.2069421717454,72
KP02-XY23-EF,2025-10-13 21:05:54,10.5336351100763,76.21086253019878,87
KP02-XY23-EF,2025-11-11 20:05:54,10.53091294925114,76.20767703933052,75
KP02-XY23-EF,2025-11-12 06:05:54,10.531226025071089,76.20868443164282,91
KP02-XY23-EF,2025-10-27 02:05:54,10.532833298577087,76.20875049793804,95
KP02-XY23-EF,2025-11-27 03:05:54,10.533298522001163,76.21017373230683,75
KP02-XY23-EF,2025-10-27 04:05:54,10.5321201496104,76.20744385355805,94
KP02-XY23-EF,2025-11-10 09:05:54,10.533659882725214,76.20997460611314,81
KP02-XY23-EF,2025-10-18 13:05:54,10.53192651726795,76.20959325145027,77
KP02-XY23-EF,2025-11-05 19:05:54,10.53227418949471,76.20852393670029,85
KP02-XY23-EF,2025-11-21 11:05:54,10.533395258264957,76.20928031471459,72
KP02-XY23-EF,2025-10-05 10:05:54,10.53017662479581,76.21029515499714,72
KP02-XY23-EF,2025-10-07 00:05:54,10.533529500139757,76.20885158235014,80
KP02-XY23-EF,2025-11-09 02:05:54,10.531030283112925,76.20760529395177,85
KP02-XY23-EF,2025-11-08 13:05:54,10.530521697674033,76.20770511500749,88
KP02-XY23-EF,2025-10-05 09:05:54,10.532123502074539,76.20765029788815,82
KP02-XY23-EF,2025-10-17 05:05:54,10.529847389854382,76.20757952507647,82
KP02-XY23-EF,2025-10-16 20:05:54,10.53081101521011,76.20700447262647,78
KP02-XY23-EF,2025-10-06 13:05:54,10.53338201193723,76.2081891743832,74
KP02-XY23-EF,2025-11-02 19:05:54,10.533154840877739,76.2096009089304,86
KP01-AB12-CD,2025-10-16 02:05:54,10.526934554014806,76.2144274835096,89
KP01-AB12-CD,2025-10-22 03:05:54,10.526549903053704,76.21527970065561,82
KP01-AB12-CD,2025-11-16 13:05:54,10.527543837186816,76.21655925617543,88
KP01-AB12-CD,2025-10-06 02:05:54,10.528411971368074,76.21455000695433,85
KP01-AB12-CD,2025-10-13 06:05:54,10.529908924994302,76.21303581443784,86
KP01-AB12-CD,2025-11-07 21:05:54,10.527706014115573,76.21391575616,75
KP01-AB12-CD,2025-11-14 07:05:54,10.528300469517962,76.21356627425565,87
KP01-AB12-CD,2025-11-27 01:05:54,10.527004368160926,76.21687729722551,75
KP01-AB12-CD,2025-11-26 05:05:54,10.529556729157187,76.21311710543539,78
KP01-AB12-CD,2025-11-26 04:05:54,10.529722907426807,76.2145510388838,93
KP01-AB12-CD,2025-10-04 18:05:54,10.527051129540578,76.21376942824257,81
KP01-AB12-CD,2025-10-04 21:05:54,10.52755569018613,76.21485490133566,89
KP01-AB12-CD,2025-10-22 09:05:54,10.528318074223812,76.21553245107255,94
KP01-AB12-CD,2025-11-04 20:05:54,10.526495347644552,76.21637651812406,74
KP01-AB12-CD,2025-11-22 16:05:54,10.526802405885082,76.21477529288319,94
KP01-AB12-CD,2025-10-17 04:05:54,10.526622303331514,76.21305763103146,70
KP01-AB12-CD,2025-11-01 00:05:54,10.528350100291696,76.21447567504627,93
KP01-AB12-CD,2025-10-24 11:05:54,10.529877136263602,76.21579276403034,84
KP01-AB12-CD,2025-10-25 01:05:54,10.529265148469161,76.21607875127214,72
KP01-AB12-CD,2025-11-03 13:05:54,10.52877622327077,76.21358139171174,79
KP01-AB12-CD,2025-10-17 15:05:54,10.526588979953083,76.21583689242269,80
KP02-XY23-EF,2025-11-15 04:05:54,10.533005340141816,76.21014539580787,95
KP02-XY23-EF,2025-10-24 23:05:54,10.531224238825418,76.20793953101592,73
KP02-XY23-EF,2025-11-17 07:05:54,10.533279417608595,76.20805221001446,74
KP02-XY23-EF,2025-11-24 07:05:54,10.533180234605828,76.20723547612288,73
KP02-XY23-EF,2025-10-16 04:05:54,10.532340923488432,76.20852501223165,82
KP02-XY23-EF,2025-11-22 19:05:54,10.533877467881007,76.21050905564763,70
KP02-XY23-EF,2025-11-26 23:05:54,10.533286844704596,76.2099098099175,87
KP02-XY23-EF,2025-11-09 20:05:54,10.533490485172441,76.21048970450255,72
KP02-XY23-EF,2025-10-10 18:05:54,10.531623277392319,76.20833386523496,86
KP02-XY23-EF,2025-10-16 08:05:54,10.532876326737847,76.21061842305001,82
KP02-XY23-EF,2025-11-10 18:05:54,10.530881835644108,76.20846801792145,74
KP02-XY23-EF,2025-10-27 18:05:54,10.532889753828615,76.20889411286403,83
KP02-XY23-EF,2025-11-03 18:05:54,10.531091475475566,76.20870409105785,85
KP02-XY23-EF,2025-11-18 08:05:54,10.533581269414581,76.20874256542609,76
KP02-XY23-EF,2025-11-26 02:05:54,10.53316646897719,76.21012280546393,88
KP02-XY23-EF,2025-11-10 21:05:54,10.532866684838162,76.20769961530652,72
KP02-XY23-EF,2025-10-10 20:05:54,10.531427548243597,76.20950485017522,77
KP02-XY23-EF,2025-10-18 20:05:54,10.532962750913484,76.20934058835832,76
KP02-XY23-EF,2025-10-21 00:05:54,10.533765188268495,76.20914179539413,86
KP02-XY23-EF,2025-10-11 22:05:54,10.531803346195845,76.2097448291713,77
KP02-XY23-EF,2025-11-08 21:05:54,10.533318527607195,76.20936370016595,85
KP02-XY23-EF,2025-10-09 23:05:54,10.53277820375233,76.2094364841338,76
DL01-CD34-GH,2025-10-19 16:05:54,28.611910868879814,77.20936625274138,90
DL01-CD34-GH,2025-11-14 23:05:54,28.613324247148267,77.20737865198376,73
DL01-CD34-GH,2025-10-26 17:05:54,28.612858196123977,77.20813981205546,74
DL01-CD34-GH,2025-10-12 20:05:54,28.612411305127626,77.20717149946987,80
DL01-CD34-GH,2025-12-01 10:05:54,28.613113593904572,77.20893375407974,78
DL01-CD34-GH,2025-11-24 22:05:54,28.61578264813091,77.20829333324946,73
DL01-CD34-GH,2025-11-21 00:05:54,28.61414430082454,77.20762347008213,83
DL01-CD34-GH,2025-10-08 09:05:54,28.613577834770986,77.2086739245604,76
DL01-CD34-GH,2025-10-27 01:05:54,28.61297151664914,77.21089297937272,92
DL01-CD34-GH,2025-11-10 08:05:54,28.612233975544736,77.20859038186903,70
DL01-CD34-GH,2025-10-07 22:05:54,28.613855274396926,77.20992684954813,79
DL01-CD34-GH,2025-11-21 18:05:54,28.615252786035622,77.20854690904522,92
DL01-CD34-GH,2025-10-16 19:05:54,28.612856492836634,77.20974977343931,84
DL01-CD34-GH,2025-11-20 21:05:54,28.613530534626722,77.21073551324456,80
DL01-CD34-GH,2025-10-21 10:05:54,28.612341519410993,77.20769517028187,92
DL01-CD34-GH,2025-10-18 00:05:54,28.615258655917447,77.20879547111285,85
DL01-CD34-GH,2025-11-11 05:05:54,28.61491181711767,77.21094591480862,94
DL01-CD34-GH,2025-10-21 17:05:54,28.614762453610155,77.20912771227889,72
DL01-CD34-GH,2025-11-15 11:05:54,28.613540166593193,77.20874913441664,78
DL01-CD34-GH,2025-11-18 22:05:54,28.614922995553318,77.20661721092986,79
DL01-CD34-GH,2025-10-09 17:05:54,28.613519208449066,77.20978445387473,89
DL01-CD34-GH,2025-10-13 09:05:54,28.613337753384734,77.20833877131264,72
DL01-CD34-GH,2025-11-21 14:05:54,28.613596088730656,77.20761640718995,93
DL01-CD34-GH,2025-10-14 19:05:54,28.61220276314554,77.20672248306687,92
DL01-CD34-GH,2025-10-16 09:05:54,28.612384899889005,77.20731443075638,89
DL01-CD34-GH,2025-11-23 08:05:54,28.61327171233525,77.20993578634089,79
DL01-CD34-GH,2025-10-21 23:05:54,28.614505364083126,77.2078102541952,84
DL01-CD34-GH,2025-10-22 21:05:54,28.614358972941176,77.20839571702157,88
DL01-CD34-GH,2025-10-10 00:05:54,28.615298472123452,77.21032285932971,92
DL01-CD34-GH,2025-10-12 05:05:54,28.611725229770528,77.20866731039241,89
DL01-CD34-GH,2025-11-07 18:05:54,28.61368268491189,77.20754169559542,78
DL01-CD34-GH,2025-11-27 23:05:54,28.612613980048955,77.20697187107385,91
DL01-CD34-GH,2025-11-18 17:05:54,28.613622310902127,77.20738201497751,72
DL01-CD34-GH,2025-10-24 05:05:54,28.61223376327419,77.20774214793227,91
DL01-CD34-GH,2025-10-14 02:05:54,28.615246255848366,77.20983790778178,78
DL01-CD34-GH,2025-10-14 18:05:54,28.613383582379917,77.20878570976976,80
DL01-CD34-GH,2025-10-19 19:05:54,28.612376771957575,77.21030807477598,84
DL01-CD34-GH,2025-11-05 03:05:54,28.615325071852034,77.20818035490399,74
DL01-CD34-GH,2025-10-19 15:05:54,28.61450277375081,77.2099082683348,93
DL01-CD34-GH,2025-10-06 00:05:54,28.614561479822964,77.20951376753553,93
DL01-CD34-GH,2025-10-14 22:05:54,28.614950164850725,77.20700683979797,86
DL01-CD34-GH,2025-11-07 15:05:54,28.614338236241647,77.20920507722698,73
DL01-CD34-GH,2025-10-16 15:05:54,28.614129519024868,77.21019326279489,91
DL01-CD34-GH,2025-10-11 03:05:54,28.613372773248305,77.20683596227383,81
DL01-CD34-GH,2025-11-17 04:05:54,28.613214423123654,77.20740649722948,88
DL01-CD34-GH,2025-11-06 07:05:54,28.613221564761286,77.20697676269735,87
DL01-CD34-GH,2025-10-26 17:05:54,28.61181997688612,77.208763405973,73
DL01-CD34-GH,2025-11-29 12:05:54,28.61253198892623,77.20956194983911,79
DL01-CD34-GH,2025-10-15 16:05:54,28.611597800560894,77.20652276524211,89
DL01-CD34-GH,2025-11-09 12:05:54,28.614042064332057,77.211192618335,89
DL01-CD34-GH,2025-10-20 14:05:54,28.613314733328806,77.20802943286219,78
DL01-CD34-GH,2025-10-08 17:05:54,28.614422123594423,77.21113494042429,73
DL01-CD34-GH,2025-11-21 04:05:54,28.613349846132962,77.20994503222455,93
DL01-CD34-GH,2025-11-23 14:05:54,28.61380801404589,77.21098959339562,75
DL01-CD34-GH,2025-11-13 23:05:54,28.614257871725567,77.2111067207577,73
DL01-CD34-GH,2025-11-20 07:05:54,28.613580862646607,77.20897786773553,78
DL01-CD34-GH,2025-11-15 02:05:54,28.614272689033513,77.2085647968288,72
DL01-CD34-GH,2025-11-24 12:05:54,28.613007806763022,77.20873119999338,78
DL01-CD34-GH,2025-10-10 10:05:54,28.61522179214043,77.21005939147246,79
DL01-CD34-GH,2025-11-27 10:05:54,28.61502546356887,77.20833835200808,95
DL01-CD34-GH,2025-10-12 20:05:54,28.616271794564746,77.20909931026529,78
DL01-CD34-GH,2025-10-05 18:05:54,28.616648787096793,77.2109694632585,90
DL01-CD34-GH,2025-11-04 13:05:54,28.616074197726654,77.21132137279828,91
DL01-CD34-GH,2025-11-02 02:05:54,28.61421276248127,77.21089650644636,87
DL01-CD34-GH,2025-10-27 21:05:54,28.61477581497317,77.20928551525733,85
DL01-CD34-GH,2025-11-24 06:05:54,28.615693043881386,77.21009691723661,90
DL01-CD34-GH,2025-10-21 20:05:54,28.61423676228387,77.20871383178854,92
DL01-CD34-GH,2025-10-09 07:05:54,28.61544738076862,77.20817000996767,85
DL01-CD34-GH,2025-11-18 00:05:54,28.613543860737817,77.20998974947908,77
MH01-MN45-IJ,2025-10-13 10:05:54,18.940355357301183,72.83574452209663,73
MH01-MN45-IJ,2025-10-19 23:05:54,18.9404983268787,72.83373476914161,75
MH01-MN45-IJ,2025-10-21 11:05:54,18.9382966216715,72.83655215389234,71
MH01-MN45-IJ,2025-11-28 20:05:54,18.93786391622117,72.83566945636154,91
MH01-MN45-IJ,2025-11-11 12:05:54,18.93795306947236,72.83624827660127,76
MH01-MN45-IJ,2025-10-18 11:05:54,18.938591460521238,72.83608579935361,93
MH01-MN45-IJ,2025-11-03 17:05:54,18.940329478353057,72.8345100354195,90
MH01-MN45-IJ,2025-11-29 19:05:54,18.939219287852143,72.83704209679756,70
MH01-MN45-IJ,2025-10-11 13:05:54,18.94065599908278,72.83496500617234,93
MH01-MN45-IJ,2025-11-26 06:05:54,18.939010348378257,72.83593757335467,85
MH01-MN45-IJ,2025-10-18 23:05:54,18.93956154628063,72.83421173520837,78
MH01-MN45-IJ,2025-11-21 11:05:54,18.940530626143005,72.8364016801232,83
MH01-MN45-IJ,2025-10-08 17:05:54,18.937973724039992,72.83344757711939,92
MH01-MN45-IJ,2025-10-24 23:05:54,18.940559005813512,72.83462089416999,88
MH01-MN45-IJ,2025-11-06 02:05:54,18.93932975500858,72.83461768441332,88
MH01-MN45-IJ,2025-10-17 21:05:54,18.938502124548794,72.83399620323797,86
MH01-MN45-IJ,2025-11-05 20:05:54,18.936895568020635,72.83463509053014,72
MH01-MN45-IJ,2025-11-18 04:05:54,18.93842926525832,72.8372323782989,84
MH01-MN45-IJ,2025-10-05 01:05:54,18.93889091837485,72.83645238205811,93
MH01-MN45-IJ,2025-11-14 08:05:54,18.937689565194926,72.83443112682478,78
MH01-MN45-IJ,2025-11-15 22:05:54,18.938950610553075,72.8360282377334,72
MH01-MN45-IJ,2025-11-27 11:05:54,18.93683057093712,72.83519903731445,84
MH01-MN45-IJ,2025-11-18 00:05:54,18.938350151202314,72.83498440282672,78
MH01-MN45-IJ,2025-11-20 11:05:54,18.937671717598107,72.83404810476218,86
MH01-MN45-IJ,2025-10-30 17:05:54,18.93924902223187,72.83522157231131,86
MH01-MN45-IJ,2025-11-19 03:05:54,18.94060811199694,72.83735075943838,94
MH01-MN45-IJ,2025-10-21 01:05:54,18.940922555788237,72.83675999150208,89
MH01-MN45-IJ,2025-11-29 16:05:54,18.93765302784828,72.83689913482877,83
MH01-MN45-IJ,2025-11-19 01:05:54,18.938195096036267,72.83414979255036,75
MH01-MN45-IJ,2025-11-09 19:05:54,18.940444310539267,72.83780942244086,71
MH01-MN45-IJ,2025-11-04 05:05:54,18.93810049622595,72.83746101066076,72
MH01-MN45-IJ,2025-10-28 19:05:54,18.93900309376353,72.83439828707371,91
MH01-MN45-IJ,2025-11-23 20:05:54,18.938967706579778,72.83501120388553,89
MH01-MN45-IJ,2025-11-08 18:05:54,18.940210118100154,72.83742117451366,72
MH01-MN45-IJ,2025-11-15 09:05:54,18.94045040323914,72.83514645044973,81
MH01-MN45-IJ,2025-10-08 13:05:54,18.93834732032132,72.83433394702051,88
MH01-MN45-IJ,2025-11-08 23:05:54,18.940793736517833,72.83551369061597,90
MH01-MN45-IJ,2025-11-17 03:05:54,18.939659522358713,72.83496018459182,81
MH01-MN45-IJ,2025-11-03 19:05:54,18.939706272649754,72.8350212000161,78
MH01-MN45-IJ,2025-10-07 00:05:54,18.939994832651344,72.83508750032027,71
MH01-MN45-IJ,2025-10-21 21:05:54,18.94149831336045,72.83572134414175,77
MH01-MN45-IJ,2025-11-25 08:05:54,18.940554430810217,72.8346468623939,95
MH01-MN45-IJ,2025-11-07 07:05:54,18.938876987884637,72.83445519376058,89
MH01-MN45-IJ,2025-10-11 03:05:54,18.937838897248323,72.8344187304959,94
MH01-MN45-IJ,2025-11-21 06:05:54,18.93915859444559,72.83444636398207,82
MH01-MN45-IJ,2025-10-12 20:05:54,18.937655244617037,72.83795434630089,76
MH01-MN45-IJ,2025-10-29 09:05:54,18.940381388481878,72.83685746798074,74
MH01-MN45-IJ,2025-10-22 09:05:54,18.940359127526005,72.83468254255955,80
MH01-MN45-IJ,2025-11-19 09:05:54,18.939218764465032,72.83673776840585,88
MH01-MN45-IJ,2025-11-02 13:05:54,18.940149185518393,72.83638615376168,81
MH01-MN45-IJ,2025-11-16 07:05:54,18.939240422021296,72.83663664533928,90
MH01-MN45-IJ,2025-11-18 14:05:54,18.93805973471465,72.83596283537966,78
MH01-MN45-IJ,2025-10-14 04:05:54,18.940413937781113,72.83369743551637,79
MH01-MN45-IJ,2025-11-11 06:05:54,18.937843334861146,72.83447281128979,71
MH01-MN45-IJ,2025-11-17 09:05:54,18.93867908066995,72.83605292477975,78
MH01-MN45-IJ,2025-10-19 05:05:54,18.938945800851123,72.83351433729807,88
MH01-MN45-IJ,2025-11-01 07:05:54,18.93989113168211,72.83711805099611,87
MH01-MN45-IJ,2025-11-23 03:05:54,18.93711653664299,72.8357807531583,80
MH01-MN45-IJ,2025-10-04 22:05:54,18.939394529431606,72.83649676656002,73
MH01-MN45-IJ,2025-11-20 20:05:54,18.937362878745972,72.83598302741724,70
MH01-MN45-IJ,2025-10-09 12:05:54,18.937510022995834,72.83634536618128,71
MH01-MN45-IJ,2025-11-12 01:05:54,18.93735578765243,72.83428643408506,71
MH01-MN45-IJ,2025-11-30 16:05:54,18.93816056870223,72.83499604892073,84
MH01-MN45-IJ,2025-12-01 22:05:54,18.940712174793436,72.83658767508189,79
MH01-MN45-IJ,2025-12-01 14:05:54,18.94062692562644,72.83481018817172,88
MH01-MN45-IJ,2025-10-28 12:05:54,18.937450069963955,72.83600332528398,82
MH01-MN45-IJ,2025-10-19 23:05:54,18.937472957660955,72.8336014006504,88
MH01-MN45-IJ,2025-10-14 12:05:54,18.938317545416492,72.83383751390407,82
MH01-MN45-IJ,2025-11-29 08:05:54,18.939232084583974,72.8356899842394,95
MH01-MN45-IJ,2025-11-17 20:05:54,18.938254938079393,72.83422207614439,75
MH01-MN45-IJ,2025-11-10 23:05:54,18.93937893449402,72.83372343565816,83
MH01-MN45-IJ,2025-11-13 13:05:54,18.94006348435688,72.83383156716899,76
MH01-MN45-IJ,2025-11-01 08:05:54,18.93772453273289,72.83610390604812,84
MH01-MN45-IJ,2025-11-25 15:05:54,18.938848301971415,72.83384828015335,93
MH01-MN45-IJ,2025-10-24 05:05:54,18.93813630814316,72.83361683819506,72
MH01-MN45-IJ,2025-11-04 21:05:54,18.93975486805642,72.83584449079507,70
MH01-MN45-IJ,2025-11-08 13:05:54,18.940256463127987,72.83715249338064,84
BN01-PQ56-KL,2025-10-09 04:05:54,12.972203473290655,77.59503506032493,82
BN01-PQ56-KL,2025-10-12 06:05:54,12.972513303838117,77.59306832566627,85
BN01-PQ56-KL,2025-11-04 11:05:54,12.972434966423828,77.59270883008948,87
BN01-PQ56-KL,2025-10-24 16:05:54,12.969846975033398,77.5941684600247,80
BN01-PQ56-KL,2025-11-09 01:05:54,12.971860028707043,77.59282237607971,88
BN01-PQ56-KL,2025-10-25 08:05:54,12.972491738958746,77.59647691335476,83
BN01-PQ56-KL,2025-11-07 03:05:54,12.9707823960911,77.59488822899581,84
BN01-PQ56-KL,2025-11-11 10:05:54,12.973263301224257,77.59604166973399,80
BN01-PQ56-KL,2025-10-26 11:05:54,12.971771148912262,77.59354272495915,92
BN01-PQ56-KL,2025-11-28 16:05:54,12.97147462836067,77.5953591195318,78
BN01-PQ56-KL,2025-12-01 08:05:54,12.972485807345732,77.59307567098249,70
BN01-PQ56-KL,2025-11-26 10:05:54,12.970093264354134,77.59567167456002,93
BN01-PQ56-KL,2025-10-26 17:05:54,12.970233311011999,77.5932378136583,84
BN01-PQ56-KL,2025-11-06 07:05:54,12.972180664852035,77.59363193515856,92
BN01-PQ56-KL,2025-11-16 12:05:54,12.970819232277647,77.59482071129541,70
BN01-PQ56-KL,2025-11-04 11:05:54,12.971186016850899,77.59418102959138,89
BN01-PQ56-KL,2025-11-01 22:05:54,12.971590467341528,77.59399304288361,77
BN01-PQ56-KL,2025-10-14 22:05:54,12.971027868303526,77.59654287294144,94
BN01-PQ56-KL,2025-11-29 15:05:54,12.972643464715839,77.59339723351692,92
BN01-PQ56-KL,2025-10-19 13:05:54,12.969799969197787,77.59298915963538,84
BN01-PQ56-KL,2025-10-10 00:05:54,12.971503301145475,77.59282762688295,94
BN01-PQ56-KL,2025-10-10 20:05:54,12.97230290700831,77.59699524074,75
BN01-PQ56-KL,2025-11-03 16:05:54,12.973359985300483,77.59423776332798,95
BN01-PQ56-KL,2025-10-15 15:05:54,12.972270272952315,77.59335873723641,89
BN01-PQ56-KL,2025-12-01 23:05:54,12.970647449884119,77.59677754204526,72
BN01-PQ56-KL,2025-11-12 15:05:54,12.97012215014706,77.59530508370945,90
BN01-PQ56-KL,2025-10-24 08:05:54,12.971776647608062,77.59328112934487,90
BN01-PQ56-KL,2025-10-08 15:05:54,12.972399470675569,77.59541002063004,71
BN01-PQ56-KL,2025-10-05 01:05:54,12.970160831764895,77.59582727922269,93
BN01-PQ56-KL,2025-10-15 12:05:54,12.971311148294436,77.59573944217489,71
BN01-PQ56-KL,2025-11-02 17:05:54,12.97066973336375,77.59470226787744,71
BN01-PQ56-KL,2025-10-24 17:05:54,12.970278390169126,77.59663162234533,79
BN01-PQ56-KL,2025-11-08 03:05:54,12.971952018820314,77.59690162830142,94
BN01-PQ56-KL,2025-11-13 08:05:54,12.972130982094546,77.59523037103158,89
BN01-PQ56-KL,2025-11-30 06:05:54,12.971338647757808,77.59520791279562,87
BN01-PQ56-KL,2025-10-18 10:05:54,12.97031229607812,77.59545433623984,84
BN01-PQ56-KL,2025-11-01 02:05:54,12.970473428577675,77.59533190420436,87
BN01-PQ56-KL,2025-10-11 04:05:54,12.970942101488985,77.59269966149746,74
BN01-PQ56-KL,2025-11-21 00:05:54,12.971523278450064,77.59522216893254,72
BN01-PQ56-KL,2025-11-09 06:05:54,12.97199672827558,77.59497937307935,74
BN01-PQ56-KL,2025-11-26 09:05:54,12.970618409110466,77.59370154818728,76
BN01-PQ56-KL,2025-11-11 09:05:54,12.970487419758243,77.59519626243707,86
BN01-PQ56-KL,2025-11-16 00:05:54,12.970869398465046,77.59360072371815,86
BN01-PQ56-KL,2025-11-23 08:05:54,12.971676666777476,77.59614930263373,74
BN01-PQ56-KL,2025-10-14 00:05:54,12.973303263954143,77.59566568603279,91
BN01-PQ56-KL,2025-11-13 10:05:54,12.972186337797723,77.59408205851304,87
BN01-PQ56-KL,2025-11-12 16:05:54,12.97039724057906,77.5939465354737,80
BN01-PQ56-KL,2025-11-23 15:05:54,12.971488660839329,77.59516015450721,89
BN01-PQ56-KL,2025-11-13 07:05:54,12.970165443519772,77.59509724013591,80
BN01-PQ56-KL,2025-11-21 22:05:54,12.969850992820101,77.59524554844118,87
BN01-PQ56-KL,2025-10-04 10:05:54,12.971603846596873,77.59273650634381,94
BN01-PQ56-KL,2025-10-22 01:05:54,12.971532470558829,77.59484704954362,90
BN01-PQ56-KL,2025-10-15 08:05:54,12.971388467432012,77.59472216401063,94
BN01-PQ56-KL,2025-11-03 23:05:54,12.972785239462782,77.59565654522426,89
BN01-PQ56-KL,2025-10-06 12:05:54,12.971555133729572,77.59583140820702,88
BN01-PQ56-KL,2025-11-11 11:05:54,12.969705590850607,77.59474557557282,83
BN01-PQ56-KL,2025-11-16 12:05:54,12.971118740354358,77.59487021091849,80
TN01-RS67-MN,2025-11-28 12:05:54,13.083758805476748,80.26891907416483,77
TN01-RS67-MN,2025-11-06 13:05:54,13.08171469000842,80.27117182045055,83
TN01-RS67-MN,2025-10-19 20:05:54,13.08073946728467,80.27109204545599,80
TN01-RS67-MN,2025-11-01 03:05:54,13.082679559133453,80.27133811525407,83
TN01-RS67-MN,2025-11-27 09:05:54,13.081830220426742,80.26905276686855,91
TN01-RS67-MN,2025-10-30 14:05:54,13.084199264158112,80.26945993324054,89
TN01-RS67-MN,2025-11-29 06:05:54,13.083876078430512,80.27039371945786,77
TN01-RS67-MN,2025-11-18 21:05:54,13.082400656485651,80.27219911541867,95
